datetime,title,source,link,top_sentiment,sentiment_score
"June 23, 2024 ",Reliance Finance to Skip Dividend from FY 2079/80,Stock Market,https://www.investopaper.com/news/reliance-finance-dividend/,positive,0.3995477855205536
"June 23, 2024 ",Vijaya Laghubitta to Conduct 11th AGM on Ashad 30,Stock Market,https://www.investopaper.com/news/vijaya-laghubitta-agm/,positive,0.3745672106742859
"June 23, 2024 ",Financial Management for 66.3 MW Middle Kaligandaki Project Completed,NEWS,https://www.investopaper.com/news/financial-management-for-66-3-mw-middle-kaligandaki-project-completed/,positive,0.4052272140979767
"June 24, 2024 ",Average Capacity Utilization of Industries in Koshi Province at 41.7 percent,NEWS,https://www.investopaper.com/news/average-capacity-utilization-of-industries-in-koshi-province/,negative,0.37148356437683105
"June 25, 2024 ",Rasuwagadhi Hydropower Conducting 10th & 11th AGM Today,Stock Market,https://www.investopaper.com/news/rasuwagadhi-hydropower-agm/,negative,0.3629657030105591
"June 25, 2024 ",Capacity Utilization of Industries in Karnali Province at 54.23 Percent,NEWS,https://www.investopaper.com/news/capacity-utilization-of-industries-in-karnali-province/,negative,0.3745018541812897
"June 27, 2024 ",Nabil Balanced Fund-2 (NBF2) Reports Net Asset Value of Rs. 10.21,NEWS,https://www.investopaper.com/news/nabil-balanced-fund-2-monthly-report/,negative,0.37694332003593445
"June 28, 2024 ",Sadhana Laghubitta Merges with Sabaiko Laghubitta to form ‘Sampada Laghubitta Bittiya Sanstha Limited’,Stock Market,https://www.investopaper.com/news/sadhana-laghubitta-to-merge-with-sabaiko-laghubitta/,negative,0.3884464502334595
"July 1, 2024 ",Mahila Laghubitta Appoints Nepal SBI Merchant Banking as Share Registrar (RTS),Stock Market,https://www.investopaper.com/news/mahila-laghubitta-share-registrar/,negative,0.3755593001842499
"July 1, 2024 ",Bhugarbha Cement Limited to Float IPO | Appoints Nabil Investment Banking as Issue Manager,Stock Market,https://www.investopaper.com/news/bhugarbha-cement-ipo/,negative,0.381869912147522
"July 2, 2024 ",Average Capacity Utilization of Industries in Madhes Province Falls to 29.60 Percent,NEWS,https://www.investopaper.com/news/average-capacity-utilization-of-industries-in-province-2/,positive,0.383590966463089
"July 2, 2024 ",Sudurpaschim Province to Contribute 7.13 Percent to National GDP,NEWS,https://www.investopaper.com/news/sudurpaschim-province-nrb-study-report/,neutral,0.3987813889980316
"July 2, 2024 ",Kamana Sewa Bikas Bank to Issue Perpetual Non-Cumulative Preference Share,Stock Market,https://www.investopaper.com/news/kamana-sewa-bikas-bank-to-issue-perpetual-non-cumulative-preference-share/,negative,0.3585151731967926
"July 5, 2024 ",Government Fixes Support Price of Paddy for FY 2081/82,NEWS,https://www.investopaper.com/news/government-fixes-the-support-price-of-paddy/,negative,0.3721869885921478
"July 5, 2024 ",Super Nyadi Hydroelectric Project (40.27 MW) to Generate Electricity by Ashad Next Year,NEWS,https://www.investopaper.com/news/super-nyadi-hydroelectric-project-construction-status/,negative,0.3724745512008667
"July 5, 2024 ",Saidi Power Company to Float IPO | Appoints Kumari Capital as Issue Manager,Stock Market,https://www.investopaper.com/news/saidi-power-company-ipo/,negative,0.3782869279384613
"July 8, 2024 ",Samata Gharelu Laghubitta Acquires Manakamana Smart Laghubitta | Joint Transaction from Today,Stock Market,https://www.investopaper.com/news/samata-gharelu-laghubitta-to-acquire-manakamana-smart-laghubitta/,negative,0.37363943457603455
"July 9, 2024 ",Hotel Sabrina to Float IPO | Appoints NMB Capital as Issue Manager,Stock Market,https://www.investopaper.com/news/hotel-sabrina-ipo/,negative,0.3906862735748291
"July 10, 2024 ",Asian Life Insurance to Issue 1:0.42 Right Share | Application Submitted to SEBON,Stock Market,https://www.investopaper.com/news/asian-life-insurance-to-issue-10-42-right-share/,positive,0.38805118203163147
"July 10, 2024 ",Prabhu Insurance to Float 50.15 Percent Right Share | Submits Applicaiton to SEBON,Stock Market,https://www.investopaper.com/news/prabhu-insurance-right-share/,positive,0.3721551299095154
"July 11, 2024 ",Jalpa Laghubitta Merges with Kisan Laghubitta | Joint Operation from Today,Stock Market,https://www.investopaper.com/news/jalpa-laghubitta-to-merge-with-kisan-laghubitta/,negative,0.3862954378128052
"July 11, 2024 ",SEBON Puts Reliance Spinning Mills IPO on Temporary Hold,Stock Market,https://www.investopaper.com/news/reliance-spinning-mills-ipo-to-general-public/,positive,0.40631961822509766
"July 12, 2024 ",National Life Insurance Proposes 14.7368 Percent Dividend from FY 2079/80,Stock Market,https://www.investopaper.com/news/national-life-insurance-dividend/,negative,0.4140681326389313
"July 15, 2024 ",Interest Rate on Fixed (Term) Deposits Offered by Commercial Banks Drops to 6.74 Percent,NEWS,https://www.investopaper.com/news/interest-rate-on-fixed-term-deposits-offered-by-commercial-banks/,positive,0.404105544090271
"July 17, 2024 ",Nabil Bank to Issue 30 Lakh Units of “8% Nabil Bank Debenture 2089”,Stock Market,https://www.investopaper.com/news/nabil-bank-debenture-2089/,negative,0.371042937040329
"July 17, 2024 ",Government Fails to Meet Revenue and Expenditure Targets,NEWS,https://www.investopaper.com/news/government-fails-to-meet-revenue-and-expenditure-targets/,positive,0.43773677945137024
"July 18, 2024 ",Economic Growth Rate in Third Quarter at 2.2 Percent,NEWS,https://www.investopaper.com/news/economic-growth-rate-in-third-quarter-at-2-2-percent/,negative,0.3694548010826111
"July 19, 2024 ","National Laghubitta to Sell 6,69,900 Shares in FPO",Stock Market,https://www.investopaper.com/news/national-laghubitta-fpo/,positive,0.3774356245994568
"July 19, 2024 ",Global IME Bank to Float “8% Global IME Bank Debenture 2091/92”,Stock Market,https://www.investopaper.com/news/global-ime-bank-debenture-2091-92/,negative,0.3695005774497986
"July 21, 2024 ",Nepal Oil Corporation Earns Rs. 10 Billion in Last Fiscal Year,NEWS,https://www.investopaper.com/news/nepal-oil-corporation-earns-rs-10-billion-in-last-fiscal-year/,negative,0.3671298325061798
"July 22, 2024 ",Rapti Hydro and General Construction to Float 1:1 Right Share | Submits Application sto SEBON,Stock Market,https://www.investopaper.com/news/rapti-hydro-and-general-construction-to-float-11-right-share/,positive,0.37975171208381653
"July 22, 2024 ",River Falls Power to Issue 1:1 Right Share,Stock Market,https://www.investopaper.com/news/river-falls-power-11-right-share/,negative,0.37072092294692993
"July 22, 2024 ",Sun Nepal Life Insurance to Issue 27 Percent Right Share | Application Submitted to SEBON,Stock Market,https://www.investopaper.com/news/sun-nepal-life-insurance-right/,negative,0.3788796067237854
"July 22, 2024 ",Shiva Shree Hydropower to Float 1:1 Right Share,Stock Market,https://www.investopaper.com/news/shiva-shree-hydropower-right-share/,negative,0.3701106309890747
"July 22, 2024 ",Nepal Insurance to Issue 40 Percent Right Share | Submits Application to SEBON,Stock Market,https://www.investopaper.com/news/nepal-insurance-to-issue-40-percent-right-share/,positive,0.38451525568962097
"July 23, 2024 ",Nepal Life Insurance to Invest Rs. 1.33 Arba in Professional Educators Limited & Uniglobe Higher Secondary School Kathmandu Limited,Stock Market,https://www.investopaper.com/news/nepal-life-insurance-to-invest-rs-1-33-arba-in-professional-educators-limited-uniglobe-higher-secondary-school-kathmandu-limited/,negative,0.3731120824813843
"July 24, 2024 ",Global IME Bank Awarded with Two “Euromoney Awards for Excellence 2024”,NEWS,https://www.investopaper.com/news/global-ime-bank-awarded-with-two-euromoney-awards-for-excellence-2024/,neutral,0.44699621200561523
"July 24, 2024 ",Sasha Engineering Hydropower to Sell 25 Lakh Shares in IPO | Appoints NIMB Ace Capital as Issue Manager,Stock Market,https://www.investopaper.com/news/sasha-engineering-hydropower-ipo/,negative,0.39194968342781067
"July 26, 2024 ",Global IME Bank Appoints Surendra Raj Regmi as Chief Executive Officer (CEO),NEWS,https://www.investopaper.com/news/global-ime-bank-appoints-surendra-raj-regmi-as-chief-executive-officer-ceo/,positive,0.36505475640296936
"July 26, 2024 ",Monetary Policy to Address the Problems in Construction Sector,NEWS,https://www.investopaper.com/news/monetary-policy-to-address-the-problems-in-construction-sector/,neutral,0.367251455783844
"July 26, 2024 ",Foreign Employed Individuals to Get Collateral-Free Loans,NEWS,https://www.investopaper.com/news/foreign-employed-individuals-to-get-collateral-free-loans/,positive,0.41342824697494507
"July 26, 2024 ",NRB to Review Loan Limits for SMEs,NEWS,https://www.investopaper.com/news/nrb-to-review-loan-limits-for-smes/,positive,0.4110465347766876
"July 26, 2024 ",NRB Removes Rs. 20 Crores Limit on Share Pledge Loan for Institutional Investors,NEWS,https://www.investopaper.com/news/nrb-removes-rs-20-crores-limit-on-share-pledge-loan-for-institutional-investors/,positive,0.36243557929992676
"July 26, 2024 ",Monetary Policy Encourages Mergers Among Microfinance Institutions,NEWS,https://www.investopaper.com/news/monetary-policy-encourages-mergers-among-microfinance-institutions/,neutral,0.35753434896469116
"July 28, 2024 ",Investment Board Approved Rs. 271 Billion for 9 Projects,NEWS,https://www.investopaper.com/news/investment-board-approved-rs-271-billion-for-9-projects/,neutral,0.42554977536201477
"July 28, 2024 ",Hilton Hotel Commences Operation,NEWS,https://www.investopaper.com/news/hilton-hotel-commences-operation/,positive,0.40931567549705505
"July 29, 2024 ",Prabhu Smart Fund (PRSF) Reports Net Asset Value of Rs. 11.52,NEWS,https://www.investopaper.com/news/prabhu-smart-fund-monthly-report/,negative,0.36864179372787476
"July 29, 2024 ",Electricity Worth Rs. 16.93 Billion Exported to India in FY 2080/81,NEWS,https://www.investopaper.com/news/electricity-worth-rs-16-93-billion-exported-to-india-in-fy-2080-81/,negative,0.3561331331729889
"July 29, 2024 ",Individuals Allowed to Borrow from Two Microfinance Institutions,NEWS,https://www.investopaper.com/news/individuals-allowed-to-borrow-from-two-microfinance-institutions/,positive,0.39491918683052063
"July 30, 2024 ",LS Capital Announces Book Closure for Dividend of ‘Shubha Laxmi Kosh’ on Shrawan 15,Stock Market,https://www.investopaper.com/news/shubha-laxmi-kosh-book-closure-date/,negative,0.437869668006897
"July 30, 2024 ",Laxmi Value Fund 2 (LVF2) to Provide 4.5 Percent Dividend,Stock Market,https://www.investopaper.com/news/laxmi-value-fund-2-dividend/,negative,0.3818539083003998
"July 30, 2024 ",Shubha Laxmi Kosh Declares 7.5 Percent Dividend from FY 2080/81,Stock Market,https://www.investopaper.com/news/shubha-laxmi-kosh-dividend/,negative,0.4251722991466522
"July 30, 2024 ",Laxmi Unnati Kosh (LUK) Proposes 7.5 Percent Dividend,Stock Market,https://www.investopaper.com/news/laxmi-unnati-kosh-dividend/,negative,0.37794727087020874
"August 1, 2024 ",NRN Infrastructure and Development Appoints Nepal SBI Merchant Banking as Share Registrar (RTS),Stock Market,https://www.investopaper.com/news/nrn-infrastructure-and-development-share-registrar/,negative,0.3804028332233429
"August 1, 2024 ",NIC Asia Dynamic Debt Fund to Distribute 10 Percent Dividend,Stock Market,https://www.investopaper.com/news/nic-asia-dynamic-debt-fund-dividend/,negative,0.37413686513900757
"August 1, 2024 ",NIC Asia Growth Fund Announces 9.5 Percent Dividend,Stock Market,https://www.investopaper.com/news/nic-asia-growth-fund-dividend/,negative,0.3761400878429413
"August 1, 2024 ",Dividend Re-Investment Plan in NIC Asia Dynamic Debt Fund,Stock Market,https://www.investopaper.com/news/dividend-reinvestment-plan-nic-asia-dynamic-debt-fund/,negative,0.34333911538124084
"August 1, 2024 ",NIC Asia Balanced Fund Proposes 9.25 Percent Dividend from FY 2080/81,Stock Market,https://www.investopaper.com/news/nic-asia-balanced-fund-dividend/,neutral,0.37427571415901184
"August 1, 2024 ",NIC Asia Flexi Cap Fund to Provide 10.5 Percent Dividend,Stock Market,https://www.investopaper.com/news/nic-asia-flexi-cap-dividend/,negative,0.3801777958869934
"August 1, 2024 ",NIC Asia Select Fund 30 (NICSF) Proposes 14 Percent Dividend,Stock Market,https://www.investopaper.com/news/nic-asia-select-fund-30-dividend/,negative,0.39223089814186096
"August 4, 2024 ",Mizu Energy to Develop 54 MW Lower Apsuwa Hydropower Project in Sankhuwasabha,NEWS,https://www.investopaper.com/news/lower-apsuwa-hydropower-project-construction-status/,negative,0.38253000378608704
"August 4, 2024 ",Standard Chartered Bank Nepal (SCB) Earns Rs. 3.30 Arba In Net Profit [Q4 Report],Company,https://www.investopaper.com/news/standard-chartered-bank-nepal-fourth-quarter-report/,negative,0.37956705689430237
"August 8, 2024 ",Laxmi Value Fund 2 (LVF2) Announces Book Closure for Dividend Distribution,Stock Market,https://www.investopaper.com/news/laxmi-value-fund-2-lvf2-announces-book-closure-for-dividend-distribution/,positive,0.431439071893692
"August 8, 2024 ",Laxmi Unnati Kosh (LUK) Announces Book Closure for Dividend Distribution,Stock Market,https://www.investopaper.com/news/laxmi-unnati-koshs-book-closure-for-dividend-distribution/,positive,0.418321430683136
"August 9, 2024 ",People’s Energy Limited to Float IPO | Submits Application to SEBON,Stock Market,https://www.investopaper.com/news/peoples-energy-limited-ipo/,positive,0.3672604262828827
"August 9, 2024 ",Profit of Finance Companies Rises to Rs. 44.63 Crores | 4 Companies Report Loss,Company,https://www.investopaper.com/news/net-profit-of-finance-companies-in-nepal/,neutral,0.474990576505661
"August 9, 2024 ",Sunrise First Mutual Fund Announces 12.5 Percent Dividend from FY 2080/81,Stock Market,https://www.investopaper.com/news/sunrise-first-mutual-fund-dividend/,negative,0.39959627389907837
"August 9, 2024 ",NIC Asia Laghubitta Reports 33 Percent Decline in Net Profit [Q4 Report],Company Reports,https://www.investopaper.com/news/nic-asia-laghubitta-fourth-quarterly-report/,positive,0.39300018548965454
"August 9, 2024 ",Sunrise Focused Equity Fund to Provide 4.5 Percent Dividend,Stock Market,https://www.investopaper.com/news/sunrise-focused-equity-fund-dividend/,negative,0.3703075349330902
"August 11, 2024 ",Nerude Mirmire Laghubitta Reports EPS of Rs. 31.98 [Q4 Report],Company,https://www.investopaper.com/news/nerude-laghubitta-fourth-quarter-report/,positive,0.36930206418037415
"August 11, 2024 ",Shivam Cements Posts Net Profit of Rs. 25.02 Crores [Q4 Report],Company,https://www.investopaper.com/news/shivam-cements-fourth-quarterly-report/,negative,0.3734729588031769
"August 12, 2024 ",Swabalamban Laghubitta Doubles Net Profit | EPS at Rs 37.12 [Q4 Report],Company,https://www.investopaper.com/news/swabalamban-laghubitta-fourth-quarter-report/,negative,0.4037487208843231
"August 12, 2024 ",Sana Kisan Bikas Laghubitta Reports 23 Percent Growth in Net Profit [Q4 Report],Company,https://www.investopaper.com/news/sana-kisan-bikas-laghubitta-fourth-quarter/,neutral,0.504728376865387
"August 13, 2024 ",Shares of Matribhumi Laghubitta Listed in NEPSE After Merger,Stock Market,https://www.investopaper.com/news/shares-of-companies-listed-in-nepse/,negative,0.375802606344223
"August 13, 2024 ",Seti River Hydropower Project to Generate 25 MW of Electricity | Trial Production Begins,NEWS,https://www.investopaper.com/news/seti-river-hydropower-project/,neutral,0.3611421287059784
"August 13, 2024 ",Nepal Life Insurance Collects Rs. 40.84 Arba in Premium in FY 2080/81 [Q4 Report],Company,https://www.investopaper.com/news/nepal-life-insurance-fourth-quarterly-report/,negative,0.3688856065273285
"August 13, 2024 ",Sanima Middle Tamor Hydropower in Profit After Electricity Generation,Company,https://www.investopaper.com/news/sanima-middle-tamor-hydropower-fourth-quarterly-report/,negative,0.3772242069244385
"August 14, 2024 ",Neco Insurance Posts Net Profit of Rs 68.57 Crores [Q4 Report],Company,https://www.investopaper.com/news/neco-insurance-fourth-quarter-financial-highlights/,negative,0.37231314182281494
"August 14, 2024 ",Nirdhan Utthan Laghubitta Posts Net Profit of Rs. 50.64 Crores [Q4 Report],Company,https://www.investopaper.com/news/nirdhan-utthan-fourth-quarter-report/,negative,0.3739333748817444
"August 14, 2024 ",Api Power Company Posts Net Profit of Rs. 45.65 Crores [Q4 Report],Company,https://www.investopaper.com/news/api-power-company-fourth-quarterly-report/,negative,0.39013704657554626
"August 14, 2024 ",Siddhartha Premier Insurance Posts Net Profit of Rs.69.23 Crores [Q4 Report],Company,https://www.investopaper.com/news/siddhartha-premier-insurance-fourth-quarterly-report/,negative,0.36966970562934875
"August 14, 2024 ",Chhimek Laghubitta Posts Rs. 1 Arba in Net Profit | EPS at Rs 33.62 [Q4 Report],Company,https://www.investopaper.com/news/chhimek-fourth-quarter/,negative,0.3858005404472351
"August 14, 2024 ",Sagarmatha Lumbini Insurance Collects Rs. 478.81 Crores In Premium | Net Profit Surges by 84 Percent [Q4 Report],Company,https://www.investopaper.com/news/sagarmatha-insurance-fourth-quarter-report/,neutral,0.46488165855407715
"August 15, 2024 ",Net Profit of 14 Non-Life Insurance Companies Rises by 53 Percent,Company,https://www.investopaper.com/news/net-profit-of-non-life-insurance-companies-of-nepal/,neutral,0.4868661165237427
"August 16, 2024 ",7 BFIs to Issue Debenture Worth Rs. 19.8 Arba,Stock Market,https://www.investopaper.com/news/upcoming-debentures-in-nepal/,negative,0.3727281987667084
"August 18, 2024 ",Financial Management for 46 MW Upper Balephi Hydropower Project Completed,NEWS,https://www.investopaper.com/news/upper-balephi-hydropower-project/,positive,0.3867530822753906
"August 20, 2024 ",Additional 251 MW Electricity to be Exported to India,NEWS,https://www.investopaper.com/news/additional-251-mw-electricity-to-be-exported-to-india/,negative,0.3682738244533539
"August 20, 2024 ",FNCCI and ICAN Representatives Proposed to Be Removed from SEBON Board,Stock Market,https://www.investopaper.com/news/fncci-and-ican-representatives-proposed-to-be-removed-from-sebon-board/,positive,0.4399227499961853
"August 21, 2024 ",HRL Top Turnover Stock in Shrawan | KBL Highest Number of Shares Traded,Stock Market,https://www.investopaper.com/news/monthly-trading-data/,neutral,0.3582242429256439
"August 21, 2024 ",Siddhartha Investment Growth Scheme 3 (SIGS3) to Provide 7 Percent Dividend,Stock Market,https://www.investopaper.com/news/siddhartha-investment-growth-scheme-dividend/,negative,0.3701743185520172
"August 22, 2024 ",Last Day to Secure 4.5 Percent Dividend of Sunrise Focused Equity Fund,Stock Market,https://www.investopaper.com/news/sunrise-focused-equity-fund-book-closure-date/,neutral,0.4027566909790039
"August 22, 2024 ",Last Day to Secure Dividend of Sunrise First Mutual Fund,Stock Market,https://www.investopaper.com/news/sunrise-first-mutual-fund-book-closure-date-announcement/,neutral,0.360611230134964
"August 23, 2024 ",National Life Insurance Conducting 36th AGM Today | To Endorse 14 Percent Dividend,Stock Market,https://www.investopaper.com/news/national-life-insurance-agm/,negative,0.3962770700454712
"August 25, 2024 ",Aarati Power Company to Float IPO | Appoints Global IME Capital as Issue Manager,Stock Market,https://www.investopaper.com/news/aarati-power-company-ipo/,negative,0.37028008699417114
"August 25, 2024 ",Prabhu Mahalaxmi Life Insurance to Provide 10.526 Percent Dividend,Stock Market,https://www.investopaper.com/news/prabhu-life-insurance-dividend/,negative,0.37013721466064453
"August 26, 2024 ",Prime Commercial Bank to Issue “8% Prime Debenture 2091”,Stock Market,https://www.investopaper.com/news/prime-debenture-2091/,negative,0.37305283546447754
"August 27, 2024 ",Kumari Sunaulo Lagani Yojana to Distribute 10.5 Percent Dividend,Stock Market,https://www.investopaper.com/news/kumari-sunaulo-lagani-yojana-dividend/,negative,0.36632972955703735
"August 27, 2024 ",Kumari Dhanabriddhi Yojana (KDBY) to Provide 9.50 Percent Dividend,Stock Market,https://www.investopaper.com/news/kumari-dhanabriddhi-yojana-dividend/,negative,0.3809395432472229
"August 27, 2024 ",Kumari Equity Fund (KEF) Declares 9.5 Percent Dividend,Stock Market,https://www.investopaper.com/news/kumari-equity-fund-kef-dividend/,negative,0.4065438210964203
"August 28, 2024 ",Star Micro Insurance to Float IPO | Appoints NIMB Ace Capital as Issue Manager,Stock Market,https://www.investopaper.com/news/star-micro-insurance-po/,negative,0.3797658383846283
"August 29, 2024 ",NIC Asia Balanced Fund (NICBF) Reports Incline in NAV,NEWS,https://www.investopaper.com/news/nic-asia-balanced-fund-monthly-report/,positive,0.37055397033691406
"August 29, 2024 ",NIC Asia Select-30 (NICSF) Posts Gross Profit of Rs. 28.33 Crores,NEWS,https://www.investopaper.com/news/nic-asia-select-30-monthly-report/,negative,0.365951269865036
"August 29, 2024 ",NIC Asia Growth Fund (NICGF) Reports NAV of Rs. 13.69,NEWS,https://www.investopaper.com/news/nic-asia-growth-fund-monthly-report/,negative,0.3694732189178467
"August 30, 2024 ",Global IME Balanced Fund-1 Reports Rise in NAV in Shrawan,NEWS,https://www.investopaper.com/news/global-ime-balanced-fund-1-monthly-report/,neutral,0.4574923813343048
"August 30, 2024 ",Prabhu Select Fund (PSF) Reports Rise in Net Asset Value (NAV),NEWS,https://www.investopaper.com/news/prabhu-select-fund-monthly-report/,neutral,0.5100898742675781
"August 30, 2024 ",Liberty Micro Insurance to Float IPO | Appoints NIMB Ace Capital as Issue Manager,Stock Market,https://www.investopaper.com/news/liberty-micro-insurance-ipo/,negative,0.37805235385894775
"September 1, 2024 ",Ankhu Khola Jalbidhyut Company Closing 1:1.5 Right Share from Bhadra 16,Stock Market,https://www.investopaper.com/news/ankhu-khola-jalbidhyut-company-right-share/,negative,0.3926008343696594
"September 1, 2024 ",NMB Bank to Issue Perpetual Non-cumulative Preference Share | To Provide 8.25 Percent Dividend,Stock Market,https://www.investopaper.com/news/nmb-bank-perpetual-non-cumulative-preference-share/,negative,0.376368910074234
"September 1, 2024 ",Sanima Large Cap Fund (SLCF) Announces 10 Percent Dividend,Stock Market,https://www.investopaper.com/news/sanima-large-cap-fund-dividend/,neutral,0.3880550265312195
"September 1, 2024 ",FDI in Nepal Increases by 11.8 Percent,NEWS,https://www.investopaper.com/news/fdi-in-nepal-increases-by-11-8-percent/,neutral,0.48561373353004456
"September 1, 2024 ",Sanima Growth Fund to Provide 10 Percent Dividend,Stock Market,https://www.investopaper.com/news/sanima-growth-fund-dividend/,negative,0.37312695384025574
"September 1, 2024 ",Sanima Equity Fund (SAEF) Declares 15 Percent Dividend,Stock Market,https://www.investopaper.com/news/sanima-equity-fund-saef-dividend/,negative,0.4109845757484436
"September 3, 2024 ",Sanima Large Cap Fund’s Book Closure on Bhadra 26,Stock Market,https://www.investopaper.com/news/sanima-large-cap-fund-book-closure-date/,negative,0.4311780035495758
"September 3, 2024 ",Sanima Growth Fund (SAGF) Fixes Book Closure Date for Dividend Distribution,Stock Market,https://www.investopaper.com/news/sanima-growth-fund-sagf-book-closure-date/,positive,0.4203772246837616
"September 3, 2024 ",Last Day to Secure Dividend of Kumari Dhanabriddhi Yojana,Stock Market,https://www.investopaper.com/news/kumari-dhanabriddhi-yojana-fixes-book-closure-date-for-dividend-distribution/,negative,0.37434637546539307
"September 3, 2024 ",Last Day to Secure 9.5 Percent Dividend of Kumari Equity Fund | Book Closure on Bhadra 19,Stock Market,https://www.investopaper.com/news/kumari-equity-fund-announces-book-closure-for-dividend-distribution/,negative,0.46399688720703125
"September 3, 2024 ",Sanima Equity Fund (SAEF) Announces Book Closure Date for Dividend Distribution,Stock Market,https://www.investopaper.com/news/sanima-equity-fund-saef-announces-book-closure-date-for-dividend-distribution/,negative,0.3992997407913208
"September 3, 2024 ",Supermai Hydropower Company Declares 12.63 Percent Dividend,Stock Market,https://www.investopaper.com/news/supermai-hydropower-company-dividend/,negative,0.3803676664829254
"September 4, 2024 ",Kantipur Pharmaceuticals Lab to Issue IPO | Appoints Muktinath Capital as Issue Manager,Stock Market,https://www.investopaper.com/news/kantipur-pharmaceuticals-lab-ipo/,negative,0.38548973202705383
